speakers,dialogue
joey,  You talked to him. Are you crazy?
phoebe," Okay, first I'm not crazy. And second, say it don't spray it. Anyway his name is Malcom, and he wasn't following me, I mean he was, but 'cause he thought I was Ursula, ick. And, that's why, that's why he couldn't just come up and talk to me. 'Cause of the restraining order."
chandler," Umm, not feeling better 'bout Malcom."
phoebe," Ooh! No, no, no, no, he's not like a kook, no. He's just like this, this very passionate, incredibly romantic guy, that got like a tinsy bit carried away, you know. And we just get along really well, and he's so cute."
ross," Oh my God, you've got a crush on your sister's stalker."
phoebe," No, I'm just gonna help him, you know, get 'de-Ursula-ized', like you know, like I did for Joey after he went out with her."
joey,  
phoebe," Okay, I asked for the news, not the weather."
monica,  Hey guys.
monica," Joey, this is for you.  It's blackberry curin."
joey, Aww.  Ohh!
chandler," Hey, Joe, I gotta ask. The girl from the Xerox place buck naked "
joey, Put your hands together.
monica," Joey, take your time with that. That's my last batch."
joey, No more jam?!
rachel," Well, what happened to your jam plan?"
monica," I figured out I need to charge seventeen bucks a jar just to break even. So, I've got a new plan now. Babies."
chandler," Well, your gonna need much bigger jars."
ross, What are you talking about?
monica, I'm talking about me having a baby.
ross, What?
rachel, Are you serious?
monica," Yeah. The great thing about the jam plan was, I was taking control of my life. So I asked myself, what is the most important thing to me in the world and that's when I came up with the baby plan. "
ross," Well, aren't you forgetin' something? What, what, what is uh, what is that guy's name? Dad!"
monica," It took me 28 years to find one man that I wanna spend my life with, if I have to wait another 28 years then, I'll be 56 before I can have a baby, and that's just stupid."
chandler," That, that's what's stupid."
monica," I don't need an actual man, just a couple of his best swimmers. And there, there are places you can go to get that stuff."
rachel, Down at the docks again?
chandler, Night-night.....Janice.  Commercial Break
phoebe," Oh, great. Great. You're doing great, you know real strong. Going strong. Keep going."
phoebe," Oh, yeah. What's this? "
phoebe," Um, not even a little bit."
phoebe," Oh, okay then."
phoebe, Good. So what were you thinking?
phoebe, Really?
phoebe, Oh.
phoebe," Oh, okay. "
chandler," No, that's all right. I just had a jar of mustard."
monica,"  Okay, sperm donor number 03815, come on down! Okay, he's 6'2"""", 170 pounds, and he describes himself as a male Geena Davis."""
chandler, You mean there's more than one of us.
ross," Look, you can't do this Mon. All right, if you do this, I'm, I'm gonna, I'm, I'm gonna....."
monica, You're gonna what?
ross, I'm gonna tell Mom.
rachel," Honey, I'm sorry, but he's right. I love you, but you're crazy."
ross, Crazy.
monica, What?! Why? Why is this crazy? So this isn't the ideal way to something....
ross,"  Oh, it's not the ideal way..."
monica," Lips moving, still talking. I mean it may not be ideal, but I'm so ready. No, I-I-I see the way Ben looks at you. It makes me ache, you know?"
joey, Check it out!! Jam crackers!
monica," Okay, all right, how's this? 27. Italian-American guy. He's an actor, born in Queens. Wow, big family, seven sisters, and he's the only....boy.  Oh my God, under personal comments"
joey," Yeah, the Knicks rule!"
monica," Joey, this is you!"
joey," Let me see.  Oh, right."
rachel, When did you go to a sperm bank?
joey," Well, right after I did that sex study down at NYU.  Hey, Remember that sweater I gave you for your birthday?"
chandler, And that's how you bought it?
joey," Noooo, that's what I was wearing when I donated. I'm kinda surprised there's any of my boys left."
monica," Well, honey, it is pretty competitive. I mean I've got an actual rocket scientist here."
joey," Maybe, I should call this place and get them to put my 'Days of Our Lives' on here. You know, juice this puppy up a little."
phoebe,  Hellooo!
ross, How's the maniac?
phoebe," Oh, well he's yummy. We did a little kissin'."
rachel," Phoebe, what are you doing?"
phoebe," Oh, no, no, no, no. You know what, he's not into that stuff anymore. He quit for me."
rachel," Pheebs, this guy has been obsessed with your sister, for God knows how long, okay, you don't just give up something like that."
phoebe," Look, he gave me his night vision goggles and everything."
ross, You're taking the word of a guy who has night vision goggles?
phoebe," What, he's not still following her. Do you think he is still following her?"
chandler," Pheebs, wake up and smell the restraining order."
phoebe, What are you saying I should do?
monica," I think, that if you really like this guy, you should just trust him."
phoebe," Thank you, Monica."
joey," Orrr, you could follow him and see where he goes."
monica," Oh, that's what I would do, forget mine."
rachel," Oh my God, what happened? "
rachel, Wow! Spinning that sounds like fun.
rachel,  Ross's what?
phoebe, Yes? Yes! Oh.
phoebe," Oh, I was just here looking for, um, my um, my part of an old sandwich. Oh, here it is! Oh. "
phoebe," Um, perhaps. Yes! Yes, I'm sorry, I'm sorry. I was just afraid that you were still hung up on my sister."
phoebe," Oh well, what do you know, there goes my identical twin sister. Just walkin' along looking like me. What, is this just like a freakish coincidence, or did you know she takes this train?"
phoebe," No, no, it's not your fault. You know it's partly my fault, 'cause I made you quit cold turkey. Sorry, no. Okay, well, I mean, I can't date you anymore, 'cause your, you know  Wow! But um, but I will definitely, definitely help you get over my sister. Okay, stalk me for a while. Huh? Yeah, and, and, and, I'll be like an Ursula patch."
phoebe," Yeah, just, okay, look I'm going. Um, come on. Op, op, behind the pillar, which way am I gonna go? "
joey, Hey.
monica, Hey.
joey, Where you going?
monica, To the bank.
joey, Sperm or regular?
monica, Sperm.
joey," So you're really doing this, huh?"
monica," Oh yeah, picked a guy, 37135. "
joey, Sounds nice.
monica," 'Fraid so. Brown hair, green eyes..."
joey," No kiddin', hmm. "
monica, What?
joey," No, I-I figured you would've picked a blond guy."
monica, Really? Why?
joey," I don't know, I just always pictured you ending up with one of those tall, smart blond guys, name like.... Hoyt."
monica, Hoyt?
joey," It's a name, yeah. I saw you, you know, in this great house with a big pool."
monica," Really, is he a swimmer?"
joey, He's got the body for it.
monica, I like that.  What?
joey, You guys have one of those signs that says
monica, We do not have one of those signs.
joey," Sure you do, it was a gift from me. Oh! And you have these three great kids."
monica, Two girls and a boy?
joey, Yeah!
monica," And, and, and they wear those little water wings, you know. And they're, they're running around on the deck. Then Hoyt wraps this big towel around all three of them."
joey," Sure!  But hey, you know this way sounds good too. "
monica, Yeah.
joey, Oh Monica. .
joey," I called the sperm bank today, they haven't sold a single unit of Tribianni. Nobody wants my product. I mean, I-I-I don't get it  Maybe if they met me in person."
rachel," Honey, you got a little thing on your..."
joey,  Did I get it?
rachel, Yeah.
ross,  Hello. 
rachel, Hello.
ross,"  Uh, Chan, can I uh, can I talk to you for a second?"
chandler, Sure. What's up?
ross," Just one uh, one additional relationship thought. Probably something your already familiar with, uh, women talk! "
phoebe," Oh, oh! It's on again!"
joey," You guys, can we please not watch this all right."
joey,  Aw! There's got to be a better way!
joey, Can we please turn this off?
rachel," Noo way, Kevin."
ross,  Are you intrigued?
chandler, You're flingin'-flangin' right I am!
joey,"  Wow, it is easy."
chandler," Well, it's official there are no good movies."
monica," Perhaps, you would like me to turn like this,  so that you can bunny bump against my back."
joey,  Hey!
phoebe, Hey.
chandler," Hey, man. What's up?"
joey, Maybe you can tell me. My agent would like to know why I didn't show up at the audition I didn't know I had today. The first good thing she gets me in weeks. How could you not give me the message?!
chandler," Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me."
phoebe," Yes, it was! It was him! Uh huh!  Okay, it was me! "
joey, How is it you?
phoebe," Well, it was just, it was all so crazy, you know. I mean, Chandler was in the closet, counting to 10, and he was up to 7 and I hadn't found a place to hide yet. I-I-I meant to tell you, and I wrote it all down on my hand. See, all of it. "
joey," Yep, that's my audition."
monica," See, now this is why I keep notepads everywhere."
phoebe," Yep, and that's why we don't invite you to play."
joey," Well, Estelle tried, you know. The casting director told her that I missed my chance."
phoebe, That is unfair. I'll call her and tell her it was totally my fault.
joey," Pheebs, you can't do that. The casting director doesn't talk to friends, she only talks to agents."
phoebe," What a sad little life she must lead. Okay, ooh . "
joey," What, what are you doing? What are you doing?"
phoebe," No, no, no, I know, I know, ooh.  'Hi, this is Katelynn, from Phoebe Buffay's office. Um, is um, Ann there for Phoebe, she'll know what it's about.'"
joey," Hang up, hang up. "
phoebe,"  'Annie! Hi. Listen we got a problem with Joey Tribbiani, apparently he missed his audition. Who did you speak to in my office? Estelle, no, I don't know what I'm going to do with her. No. All right, so your husband leaves and burns down the apartment, the world does not stop.'"
chandler, Is anybody else scared?
phoebe, 
chandler, Get the woman a pad! Get the woman a pad! A pad! A pad!
monica," Oh, now you want a pad."
ross," There's my boy! Here's my boy! And here's his Barbi  What's ah, what's my boy doing with a Barbi?"
ross," Yeah, it's, it's, it's cute. Why, why, why does he have it, again?"
ross," You know what it's fine. If you're okay with the Barbi thing, so am I."
ross," Give daddy the Barbi! Ben, give, give me the Barbi. Okay, how 'bout, don't you want to play with the monster truck? "
rachel," Ross, you are so pathetic. Why can't your son just play with his doll?"
